,id,text,entity_detected,score
214,939,Wes Anderson's,PERSON,0.9999967416127523
215,939,The Grand Budapest Hotel,WORK_OF_ART,0.9999839961528778
216,939,2014,DATE,0.9999080896377563
217,939,Wes',PERSON,0.9999834299087524
218,939,Wes Anderson-ey,PERSON,0.9787735342979431
219,939,Isle of Dogs.The,GPE,0.9737355907758077
220,939,Atari,PERSON,0.9999854564666748
221,939,Trash Island,LOC,0.999986469745636
222,939,Megasaki City,GPE,0.9999949932098389
223,939,Nagasaki,GPE,0.9999638795852661
224,939,Japan,GPE,0.9999945163726807
225,939,Isle of Dogs,GPE,0.811007539431254
226,939,an hour and 40 minutes,TIME,0.9999820232391358
227,939,Japanese,NORP,0.9999974966049194
228,939,Japanese,NORP,0.9999977350234985
229,939,Akira Kurosawa's,PERSON,0.9999961853027344
230,939,Wes,PERSON,0.9999618530273438
231,939,Wes Anderson,PERSON,0.9999977946281433
232,939,Japanese,NORP,0.9999911785125732
233,939,Isle of Dogs,WORK_OF_ART,0.9999678134918213
234,939,Wes,PERSON,0.9999895095825195
235,940,Taika Waititi's,PERSON,0.9999945958455404
236,940,New Zealand,GPE,0.9999651312828064
237,940,Ricky,PERSON,0.9999955892562866
238,940,Julian Dennison,PERSON,0.9999974966049194
239,940,Hec,PERSON,0.9999960660934448
240,940,Sam Neil,PERSON,0.999996542930603
241,940,Ricky,PERSON,0.9999959468841553
242,940,Ricky,PERSON,0.9999967813491821
243,940,Hec,PERSON,0.999995231628418
244,940,Edgar Wright,PERSON,0.9999983310699463
245,940,Wright,PERSON,0.9999932050704956
246,940,Neil,PERSON,0.9999914169311523
247,940,Dennison,PERSON,0.9999905824661255
248,940,Paula,PERSON,0.999987006187439
249,940,Rachel House,PERSON,0.9999780654907227
250,940,Andy,PERSON,0.999991774559021
251,940,Oscar Kightley,PERSON,0.9999843239784241
252,941,Taika Waititi's,PERSON,0.9999931255976359
253,941,week,DATE,0.8097796440124512
254,942,One,CARDINAL,0.999996542930603
255,943,Viggo Mortensen,PERSON,0.9999983906745911
256,943,one,CARDINAL,0.9999970197677612
257,943,Captain Fantastic,WORK_OF_ART,0.9997928142547607
258,944,7th,ORDINAL,0.9999427795410156
259,944,Raphina,PERSON,0.9999939203262329
260,944,Conor,PERSON,0.9999947547912598
261,944,Jack Reynor,PERSON,0.9999954104423523
262,945,this summer,DATE,0.994710773229599
263,945,John Carney,PERSON,0.9999980330467224
264,945,Once,WORK_OF_ART,0.9999397993087769
265,945,5,CARDINAL,0.9999841451644897
266,946,Thor,PERSON,0.9999947547912598
267,946,fie-year-olds,DATE,0.9947964549064636
268,946,Marvel,ORG,0.9999966621398926
269,947,Marvel,ORG,0.9999468326568604
270,947,Disney,ORG,0.9999964237213135
271,947,8 year olds,DATE,0.9999845822652181
272,947,Thor,PERSON,0.9999279975891113
273,947,Norse,NORP,0.9999369382858276
274,948,Lou,PERSON,0.9999942779541016
275,948,Lou,PERSON,0.999993085861206
276,948,100 feet,QUANTITY,0.9999839067459106
277,948,Rolex.That,PRODUCT,0.569794237613678
278,951,one,CARDINAL,0.9996335506439209
279,951,this year,DATE,0.9999943971633911
280,951,Watiti,PERSON,0.9999929666519165
281,951,Jojo Rabbit,WORK_OF_ART,0.9999868273735046
282,953,Louise Banks,PERSON,0.9999969005584717
283,953,the first 30 seconds,TIME,0.9999704658985138
284,953,first,ORDINAL,0.9999849796295166
285,953,Banks,PERSON,0.9999960660934448
286,953,Banks,PERSON,0.9999914169311523
287,953,Ian,PERSON,0.9999942779541016
288,953,Banks,PERSON,0.9999939203262329
289,953,Sapir-Whorf,PERSON,0.9999768733978271
290,953,Banks,PERSON,0.999996542930603
291,953,Hannah,PERSON,0.9999934434890747
292,953,Banks,PERSON,0.9999961853027344
293,953,Banks,PERSON,0.9999974966049194
294,953,a thousand,CARDINAL,0.999976634979248
295,953,Arrival,WORK_OF_ART,0.9999821186065674
296,953,10,CARDINAL,0.9999933242797852
297,953,10,CARDINAL,0.9999842643737793
298,954,Wars,WORK_OF_ART,0.9999721050262451
299,954,Jar Jar,PERSON,0.9999828338623047
300,954,Star Wars,WORK_OF_ART,0.9999591708183289
301,955,Disney,ORG,0.9999966621398926
302,955,Disney,ORG,0.9999969005584717
303,955,Star Wars,WORK_OF_ART,0.9999819397926331
304,956,Before Sunrise and Before Sunset,WORK_OF_ART,0.9414312839508057
305,956,two,CARDINAL,0.9999940395355225
306,956,Celine,PERSON,0.9999960660934448
307,956,Jesse,PERSON,0.9999953508377075
308,956,Jesse,PERSON,0.9999959468841553
309,956,Celine,PERSON,0.9999951124191284
310,958,X Men,WORK_OF_ART,0.9999241232872009
311,958,James McAvoy,PERSON,0.9999977946281433
312,958,Professor X,PERSON,0.9033482074737549
313,958,Hugh Jackman,PERSON,0.9999980926513672
314,958,Michael Fassbender,PERSON,0.9999985694885254
315,958,Wolverine,PERSON,0.9999397993087769
316,958,Magneto,PERSON,0.9999645948410034
317,958,Quicksilver,PERSON,0.9984667301177979
318,958,Evan Peters,PERSON,0.999998152256012
319,958,Magneto,PERSON,0.9996912479400635
320,958,Pentagon,FAC,0.9837823510169983
321,958,year,DATE,0.7676693201065063
322,958,Quicksilver,PERSON,0.9999946355819702
323,960,Turkish,NORP,0.9999951124191284
324,960,Ceylan,PERSON,0.999996542930603
325,960,Ceylan,PERSON,0.9999924898147583
326,960,Chekhov,PERSON,0.9965259432792664
327,960,The Examining Magistrate,WORK_OF_ART,0.9999874432881674
328,961,the Grand Prix,WORK_OF_ART,0.9999699195226034
329,961,Cannes,EVENT,0.9111945033073425
330,961,two,CARDINAL,0.9999035596847534
331,961,the next day,DATE,0.99970010916392
332,961,Ceylan,PERSON,0.9999922513961792
333,962,years,DATE,0.9932963252067566
334,962,Oscars.The,WORK_OF_ART,0.999810516834259
335,962,the next day,DATE,0.9997520446777344
336,962,two,CARDINAL,0.9999959468841553
337,962,American,NORP,0.9999978542327881
338,962,Fairbank,PERSON,0.999874472618103
339,962,Zorro,WORK_OF_ART,0.9999197721481323
340,962,Ed Lauter,PERSON,0.9999985098838806
341,962,Malcolm McDowell,PERSON,0.9999986290931702
342,962,the year.Worth,DATE,0.9999944567680359
343,964,Edge of Tomorrow,WORK_OF_ART,0.9999878803888956
344,964,EOT,WORK_OF_ART,0.9999016523361206
345,964,this year,DATE,0.9986430108547211
346,964,X-Men: Days of Future Past,WORK_OF_ART,0.9999868671099345
347,964,one,CARDINAL,0.9999914169311523
348,964,EOT,WORK_OF_ART,0.9999428987503052
349,964,Cruise,PERSON,0.9999951124191284
350,964,Groundhog Day.I,DATE,0.9931208789348602
351,964,Cruise,PERSON,0.9999853372573853
352,964,Emily Blunt,PERSON,0.9999698400497437
353,964,first,ORDINAL,0.9999736547470093
354,964,Tom Cruise,PERSON,0.9999983310699463
355,964,first,ORDINAL,0.999954104423523
356,964,Cruise,PERSON,0.9999966621398926
357,964,one,CARDINAL,0.9984773993492126
358,964,EOT,WORK_OF_ART,0.9999525547027588
359,964,Bill Paxton,PERSON,0.9999982714653015
360,964,Brendan Gleeson,PERSON,0.9999969005584717
361,964,Oblivion,WORK_OF_ART,0.9999788999557495
362,964,Oblivion 2,WORK_OF_ART,0.999845415353775
363,964,Cruise,PERSON,0.9996833801269531
364,964,Cruise,PERSON,0.999995231628418
365,966,days,DATE,0.9883478283882141
366,966,BillC,PERSON,0.9994416832923889
367,968,Irishman,NORP,0.9999849796295166
368,968,8s,CARDINAL,0.9995819926261902
369,968,9s,CARDINAL,0.9955593347549438
370,968,10s,CARDINAL,0.9991687536239624
371,968,more-than-three-hours,TIME,0.9999749660491943
372,968,Pesci,PERSON,0.9999957084655762
373,968,Pacino,PERSON,0.9999943971633911
374,968,De Niro,PERSON,0.9999545812606812
375,968,Goodfellas,WORK_OF_ART,0.9990968704223633
376,968,Casino,WORK_OF_ART,0.647368311882019
377,968,Scorcese,PERSON,0.999996542930603
378,968,2020,DATE,0.9999942779541016
379,968,"3' 24""",WORK_OF_ART,0.9999653697013855
380,968,Netflix,ORG,0.9999943971633911
381,968,2 days,DATE,0.999990701675415
382,968,half an hour,TIME,0.9999821186065674
383,968,6,CARDINAL,0.9999845027923584
384,968,10,CARDINAL,0.9919891953468323
385,969,The last 5 minutes,TIME,0.9999782145023346
386,969,2,CARDINAL,0.9999951124191284
387,969,1,CARDINAL,0.9999960660934448
388,969,Jimmy,PERSON,0.9999963045120239
389,969,2,CARDINAL,0.9999945163726807
390,969,Frank,PERSON,0.9999961853027344
391,969,1 minute,TIME,0.9990151524543762
392,969,Jimmy,PERSON,0.9999951124191284
393,969,Frank,PERSON,0.9999936819076538
394,969,Frank,PERSON,0.9999961853027344
395,969,Scorsese,PERSON,0.9999943971633911
396,970,second,ORDINAL,0.9999815225601196
397,970,Jacques Audiard,PERSON,0.999997615814209
398,970,first,ORDINAL,0.9999822378158569
399,970,second,ORDINAL,0.9999861717224121
400,970,Malik,PERSON,0.9999954700469971
401,970,several years,DATE,0.9999956488609314
402,970,Malik,PERSON,0.9999970197677612
403,970,Audiard,PERSON,0.9999964237213135
404,970,Tahar Rahim,PERSON,0.999998152256012
405,970,the past two and a half hours,TIME,0.9911366786275592
406,970,Audiard,PERSON,0.9999964237213135
407,970,Rahim,PERSON,0.9999972581863403
408,970,the past decade,DATE,0.9997045596440634
409,971,Jacques Audiard,PERSON,0.9999874830245972
410,971,France,GPE,0.9999656677246094
411,971,2008,DATE,0.9987455606460571
412,971,2h35A,TIME,0.8385787010192871
413,971,Malik,PERSON,0.9999949932098389
414,971,Tahar Rahim,PERSON,0.9999907612800598
415,971,19 years old,DATE,0.9999607801437378
416,971,Corsican,NORP,0.9999886751174927
417,971,César,PERSON,0.9999908208847046
418,971,Niels Arestrup,PERSON,0.9999972581863403
419,971,Malik,PERSON,0.9999938011169434
420,971,Malif,PERSON,0.9999949932098389
421,971,Arabic,LANGUAGE,0.9999479055404663
422,971,Corsican,LANGUAGE,0.9999125003814697
423,971,French,LANGUAGE,0.9999607801437378
424,971,Malik,PERSON,0.999992847442627
425,971,6 years,DATE,0.9999926090240479
426,971,Un Prophète,WORK_OF_ART,0.999984085559845
427,971,Malik,PERSON,0.9999957084655762
428,971,Audiard,PERSON,0.9999872446060181
429,971,De Battre mon coeur s'est arrêté,WORK_OF_ART,0.9999829729398092
430,971,no less than 8,CARDINAL,0.7709644436836243
431,971,Césars,WORK_OF_ART,0.9997039437294006
432,974,close to two hours,TIME,0.9910767823457718
433,974,Eli,PERSON,0.99998939037323
434,974,twelve year old,DATE,0.9999798536300659
435,974,Stockholm,GPE,0.9999926090240479
436,974,hours,TIME,0.9997120499610901
437,974,Eli,PERSON,0.9968634843826294
438,978,Darren Aronofsky's,PERSON,0.999998132387797
439,978,The Wrestler,WORK_OF_ART,0.9491092562675476
440,978,"Randy ""The Ram"" Robinson",PERSON,0.9999952713648478
441,978,Mickey Rourke,PERSON,0.9999967217445374
442,978,Rourke,PERSON,0.9999977350234985
443,978,Rourke,PERSON,0.9999963045120239
444,978,Randy,PERSON,0.9999972581863403
445,978,Ram,PERSON,0.9986242055892944
446,978,"Randy ""Macho Man"" Savage",PERSON,0.9999939401944479
447,978,the,DATE,0.8160213232040405
448,978,1980s,DATE,0.613314688205719
449,978,Ayatollah,PERSON,0.7247695326805115
450,978,twenty years later,DATE,0.9999492168426514
451,978,Ram,PERSON,0.9851245880126953
452,978,two,CARDINAL,0.9999847412109375
453,978,Randy,PERSON,0.9999891519546509
454,978,Cassidy,PERSON,0.9999938011169434
455,978,Marisa Tomei,PERSON,0.9999919533729553
456,978,Randy,PERSON,0.9999953508377075
457,978,Cassidy,PERSON,0.9999858140945435
458,978,Randy,PERSON,0.9999920129776001
459,978,the night,TIME,0.9995211958885193
460,978,Randy,PERSON,0.9999934434890747
461,978,Evan Rachel Wood,PERSON,0.9999920924504598
462,978,years,DATE,0.9999469518661499
463,978,Randy,PERSON,0.9999955892562866
464,978,today,DATE,0.9998395442962646
465,978,Ram,PERSON,0.9923197627067566
466,978,Randy,PERSON,0.9999933242797852
467,978,Ram,PERSON,0.7644574046134949
468,978,Tomei,PERSON,0.999997615814209
469,978,Cassidy,PERSON,0.9999929666519165
470,978,Tomei,PERSON,0.999997615814209
471,978,Tomei,PERSON,0.9999971389770508
472,978,Cassidy,PERSON,0.9999209642410278
473,978,Randy,PERSON,0.9999927282333374
474,978,Cassidy,PERSON,0.9999929666519165
475,978,Randy,PERSON,0.9999955892562866
476,978,The Ram,ORG,0.8006680309772491
477,978,one,CARDINAL,0.9999600648880005
478,978,Randy,PERSON,0.9999945163726807
479,978,Wrestler,WORK_OF_ART,0.9999707937240601
480,978,one,CARDINAL,0.9973278045654297
481,978,Rourke,PERSON,0.9999959468841553
482,978,Tomei,PERSON,0.9999951124191284
483,978,Aronofsky,PERSON,0.9999964237213135
484,979,Wrestler,WORK_OF_ART,0.999868631362915
485,979,"Randy ""The Ram""",PERSON,0.9985872745513916
486,979,Marisa Tomei,PERSON,0.9999937415122986
487,979,Ram,PERSON,0.9484164714813232
488,979,Evan Rachel Wood,PERSON,0.9999967416127523
489,979,Rourke,PERSON,0.9999973773956299
490,979,Ram,PERSON,0.9997788071632385
491,979,Darren Aronofsky,PERSON,0.9999960064888
492,979,Requiem for a Dream,WORK_OF_ART,0.9999894499778748
493,979,one,CARDINAL,0.9992057681083679
494,979,year,DATE,0.6421860456466675
495,980,Punjabi,NORP,0.9999922513961792
496,980,one,CARDINAL,0.9999847412109375
497,980,early this week,DATE,0.9999892314275106
498,980,3 days,DATE,0.9999933242797852
499,980,Lot of Jab We Met,WORK_OF_ART,0.9999826908111572
500,980,the week ended.There,DATE,0.9998725454012553
501,980,Geet,PERSON,0.9999977350234985
502,980,Aditya,PERSON,0.9999973773956299
503,980,Ali,PERSON,0.9999984502792358
504,980,Socha Na Tha,PERSON,0.9999932448069254
505,980,Ahista Ahista,PERSON,0.999973475933075
506,980,Jab We Met.The,WORK_OF_ART,0.9999881585439047
507,980,Shahid,PERSON,0.9999961853027344
508,980,Kareena,PERSON,0.999996542930603
509,980,Punjabi,NORP,0.999982476234436
510,980,Pawan Malhotra,PERSON,0.9999911785125732
511,980,minutes,TIME,0.999915361404419
512,980,We Met,WORK_OF_ART,0.99998539686203
513,981,Indian,NORP,0.9999960660934448
514,981,Kareena Kapoor,PERSON,0.9999590516090393
515,981,Hollywood,GPE,0.9999780654907227
516,981,European,NORP,0.999993085861206
517,981,American,NORP,0.9999951124191284
518,981,European,NORP,0.9999903440475464
519,981,5th,ORDINAL,0.9999732971191406
520,981,bollywood,ORG,0.6949959397315979
521,982,Masons,PERSON,0.9999667406082153
522,982,mason,PERSON,0.9995793700218201
523,982,one,CARDINAL,0.9990589022636414
524,982,Masons,PERSON,0.9999538660049438
525,982,Mason,PERSON,0.9999933242797852
526,982,Mason,PERSON,0.9999949932098389
527,982,165 minutes,TIME,0.9750897586345673
528,983,Patricia Arquette,PERSON,0.9999882578849792
529,983,Boyhood,WORK_OF_ART,0.9999569654464722
530,983,Patricia Arquette,PERSON,0.999993085861206
531,983,Mexican,NORP,0.9999949932098389
532,983,Ethan Hawke,PERSON,0.9999982118606567
533,983,Lorelei Linklater,PERSON,0.9999977350234985
534,983,Ellar Coltrane,PERSON,0.9999973773956299
535,983,Firstly,ORDINAL,0.9998111128807068
536,983,Richard Linklater,PERSON,0.9999978542327881
537,984,"4 Months, 3 Weeks, 2 Days",DATE,0.9999788999557495
538,984,one-timer,CARDINAL,0.9999227523803711
539,984,Cristian Mungiu's,PERSON,0.9999976555506388
540,984,morning,TIME,0.9997784495353699
541,984,night,TIME,0.999265730381012
542,984,Anamaria Marinca,PERSON,0.9999959468841553
543,984,about five minutes,TIME,0.9999874035517374
544,984,Otilia,PERSON,0.9999889135360718
545,984,Palme d'Or,WORK_OF_ART,0.9999828934669495
546,984,Gabita,PERSON,0.9999951124191284
547,984,Laura Vasiliu,PERSON,0.9999776482582092
548,984,Romania,GPE,0.9999717473983765
549,984,one,CARDINAL,0.9999948740005493
550,984,Otilia,PERSON,0.9999743700027466
551,984,Otilia,PERSON,0.9991728663444519
552,984,Otilia,PERSON,0.9986714124679565
553,984,one,CARDINAL,0.9998577833175659
554,984,Romania,GPE,0.9997280240058899
555,984,one,CARDINAL,0.9992747902870178
556,984,Gabita,PERSON,0.9999897480010986
557,984,night,TIME,0.9816293716430664
558,985,200 million dollar,MONEY,0.9999764362970988
559,985,Romania,GPE,0.9948577880859375
560,985,Nicolae Ceausescu,PERSON,0.99998939037323
561,985,"4 luni, 3 saptamani si 2 zile",DATE,0.9994453936815262
562,985,/,WORK_OF_ART,0.8508080244064331
563,985,"4 Months, 3 Weeks and 2 Days",DATE,0.9994546547532082
564,985,first,ORDINAL,0.9997711777687073
565,985,"""Amintiri din epoca de aur/Tales From The Golden Age"".",WORK_OF_ART,0.9996630045083853
566,986,Mission Impossible,WORK_OF_ART,0.9997166991233826
567,986,Star Trek,WORK_OF_ART,0.9998472630977631
568,988,Limey,WORK_OF_ART,0.999377429485321
569,988,Matador,WORK_OF_ART,0.9990553259849548
570,988,Farrell,PERSON,0.9999980926513672
571,988,Oscar,WORK_OF_ART,0.9999487400054932
572,988,Ray,PERSON,0.9999973773956299
573,988,Ray,PERSON,0.9999969005584717
574,988,one,CARDINAL,0.9999538660049438
575,988,Belgium,GPE,0.9999943971633911
576,988,Ken,PERSON,0.9999939203262329
577,988,Brendan Gleeson,PERSON,0.9999969005584717
578,988,Harry,PERSON,0.999994158744812
579,988,Ralph Fiennes,PERSON,0.999997615814209
580,988,Ben Kingsley,PERSON,0.9999960064888
