,movie,user_review_permalink,user_review
50,The Green Mile,https://www.imdb.com/review/rw2829811/,"The Shawshank Redemption is possibly my favorite movie ever. I had seen many movies before it, and I've certainly seen a lot after, but not many of them made me feel what that one did. Now, I have that feeling again. And once again, it comes from watching a Frank Darabont movie. I couldn't possibly explain the overload of emotions I experienced in the 3 hours it lasts. I have laughed. I have felt the emotions of every character. And most of all, I have cried. Very few movies have touched me like this one. Is there something to say about the acting that hasn't been said before? No, it isn't. You may have heard it is flawless, incredible, whatever. You did hear right, it absolutely is. I can't think of anyone in the whole movie that wasn't convincing in the least. The script has its funny moments, but it's incredibly deep, poignant and heartfelt. The characters are so ""human"" and unpretentious you can't help but adore them. But, well, there will be some you'd like to strangle. There has to be a villain everywhere, right? The Green Mile is a movie I will hardly forget. You can't possibly forget such an emotive story.What, you want to watch it? Great! But don't forget to have grab some tissues first."
51,The Green Mile,https://www.imdb.com/review/rw2167297/,"i expected this movie to be a normal and i just want to see it for Tom Hanks but as movie goes through i cry,i laugh and there comes a feeling which can't be described in words. i rate this movie as the best i have ever seen. some moments in the movie makes me hold my bed pillow in the tightest ever grip. i can guarantee that this movie will leave an impression in your mind for a long time. i even say that this movie is better than shawshank redemption.fantastic story, brilliant acting,mind boggling feelings and overall an unforgettable drama. if you have watched 1000 movies and not this then your movie watching journey is incomplete.i will also make sure that even my next generation should watch this one."
52,Life Is Beautiful,https://www.imdb.com/review/rw1078552/,"There are a small handful of reviewers who are lambasting this film , crying phrases like ""unrealistic and contrived"" , ""emotionally manipulative"" and most risibly ""an insult to the memory of the victims of the holocaust"".Id like to address such interpretations.In the latter day audiences search for films bereft of cliché, derivativeness and lack of independence there seems to be a counterintuitive rationale that if a film cannot be explicated and stand up to analysis from every myriad aspect of possible critique, then it lacks worth or merit , taken as a piece of work in its own right.It should be suggested that the intent of the film is so clear,the aims of the film so evidently manifest, that to brand the film unrealistic and then carp on with minor details regarding obvious inconsistencies, is to not be able to see the film for what it very plainly proclaims itself to be.This film NEVER tries to be realistic in the modern sense of film critique, this film freely admits to being contrived, this film unashamedly focuses on the characters at the expense of portraying an historically accurate reality.For the whining reviewers to not see this, is either an example of disingenuous folly or plain hard-heartedness.The film is driven by ideals, of romance and of selflessness.This film clearly asks the watcher to suspend belief, to enter into its fantasy, to embrace the human emotion as elucidated through the characters.Not only is this film NOT an insult to anybody who has ever been persecuted (Jew,Chilean,African,Russian,Japanese,Chinese,Cambodian - the list of persecution goes on), rather it heightens empathy for such people in this plight ,through the use of poignancy.Its intent is NEVER to trivialise such.Yes the uniforms aren't dirty enough , yes Guido takes ridiculous risks,yes the likelihood that the German guards knew some Italian are apparent but the question is - given the context of the presentation - do those niggling details matter ? Surely the film is engaging the viewer on an emotive level,evoking empathy for the individual case,for the desperation that sees a father moved to unthinkable extremes in an attempt to prolong the life of his son.Thus - surely , Guido's actions should not and never were intended to be 'realistic' but rather he is - to our despairing eyes ,simply pathetic ie he is evoking pity.How any discerning fair minded person could honestly and objectively brand this film as disrespectful and hateful because of comedic elements, is missing the point by oceans.This film is about the individual circumstance and thus the slapstick and ingenious way we are drawn into knowing the characters and the way we are immersed in the burgeoning love story of the small boys' parents, necessitates the audience to empathise,to engage,to feel.The by-play between father and son is to look at innocence personified,the bitter sweet forgoing of self in a seemingly doomed essay at escaping the impending inevitable spiral into oblivion.I think Life is Beautiful is an important work that might demand a rethinking of priorities by hard hearted critiques , who may have to shed that veneer of bloody-minded nitpicking and, to wit, see the forest for the trees.Of course the film is flawed,what film attempting such a tight balancing act between comedy and poignancy isn't? But there is a certain state of mind and spirit that needs to be adopted to be receptive to its message and i fear perhaps that such vulnerability and innocence required seems too hard and bitter a pill for some.If only they dare taste - its sweetness and candour resonate persuasively,indelibly."
53,Life Is Beautiful,https://www.imdb.com/review/rw0409131/,"I am surprised about the negative comments that some people made on this web-page.  I can see how some people might not experience the same kind of uplift or joy that most of us lived through when seeing the movie.  But that some viewers felt insulted and betrayed because the movie did not depict ""reality"" as it really was or is, is not fair.I must concur with my fellow proponents of the movie -- it was a great and very satisfying movie.  It provided me with something that everyone in one or another shape or form needs -- Hope.  The movie showed the cruelty of life and yet managed to shed some light and insight into the beauty of love and life in general.I urge anyone who has not seen La Vita è bella to go out there and watch it. If we all take with us just little bit of that hope and love that this movie is trying to convey; this world would be a much better place.
Thank you for reading this and I hope you enjoyed or will enjoy the movie as much as I did."
54,Se7en,https://www.imdb.com/review/rw1136748/,"After the Alien-debacle Fincher proved all the critics wrong. This film is one of the best in a genre that hasn't been very innovative for a long time.Everyone know's the story by now, so I won't waste time telling it. This film was trend setting with it's dark, gritty look and opening sequence. We still see it copied in movies and TV-series today. Everything is great about this film. I guess if anything, the weakest link in the film is Pitt, who is grossly overshadowed by Freeman. But let's not look for flaws when there really aren't any. The script is intelligent and uncompromising. The direction is innovative en daring. The production-design and cinematography are top-notch.Fincher is one of the big boys in Tinseltown these days. Seven is the reason why."
55,Se7en,https://www.imdb.com/review/rw0370669/,"The movie, ""Se7en"", starring Brad Pitt, Morgan Freeman, and Gwyneth Paltrow, is by far one of the most inventive, well-written, and cerebral films in recent history. The film, blending a well put together combination of dark visual style, intense plot development, and polished acting, remains tight and focused throughout, from beginning to end, never straying outwards into unimportant issues, or resorting to typical Hollywood clichés. Se7en is uniquely on its own for suspense dramas as it both fuels the need of the audience to be drawn in and entertained by the events unfolding, and remain uncompromising and shocking, thus satisfying the initial vision of the director, David Fincher.The story surrounds the hunt for a serial killer, who, inspired by Dante Alighieri's seven deadly sins from ""The Divine Comedy"", sets out to, ""preach"" about man's impurity, and does so by targeting victims, then torturing them by pitting their own underlining sins against them. Se7en seemingly starts out as a typical cat and mouse detective story, however, it quickly develops into of a sort of modern-myth, with good and evil taking centre stage. The story is original on all counts, and thrilling on all levels. The most important aspect of Se7en, however, is that it keeps the audience numerous steps behind its story, as oppose to other thrillers, which become predictable and bland by the end. By keeping the audience in the dark, the film remains fresh and original as it progresses. Se7en even dramatically turns the tide at one point, just as the audience is finally getting comfortable and asserted into the gloomy atmosphere, thus creating as much as fear and uncertainty in the audience as it is with the characters involved. By the film's conclusion, the audience is as much apart of the film as the characters themselves, and arrive at Se7en's surprise ending without a single clue of it, prior to it occurring. Se7en's poetic ending(which will not be given away) says a lot for the people behind the movie, showing they are not afraid of going against the grain. A rarity with films so nowadays.Directed brilliantly by David Fincher, and skillfully written by Andrew Kevin Walker, Se7en is well crafted and ingeniously clever, making it one of the greatest films of the 90's. While Se7en may not have garnered critical acclaim as such films as Silence of the Lambs, Se7en is, undoubtedly, as influential as any film to date.Score 10/10"
56,The Silence of the Lambs,https://www.imdb.com/review/rw0299460/,"""Silence of the Lambs"" is one of those movies a person could watch over and over again and never get bored.  The mixture of acting, screenplay, and direction make it one of the jewels of American cinema."
57,The Silence of the Lambs,https://www.imdb.com/review/rw1198894/,"The Silence of the Lambs runs two hours.Anthony Hopkins appears for little more than sixteen minutes, yet during those minutes he hasn't bored you for a second, not even after the tenth or eleventh viewing. Such is the power of his performance, it's absolutely impossible to forget him.His character, Dr.Hannibal""The Cannibal"" Lecter, is a brutal killer with revolting methods and habits, but he's also very intelligent, charismatic and with good taste(you can interpret that as you like).A clichè by now, but who cares? He still is one of the key elements in this wonderful thriller, which sees Jodie Foster's Clarice Starling asking for Lecter's help to catch another killer.The result is a dangerous yet fascinating relationship between the young, unexperienced FBI-agent and the convicted,but basically omnipotent, psychiatrist.He's a step ahead of everyone all the time, and makes sure everyone notices, with his witty, unforgettable one-liners.If there had to be only one reason to worship this movie, then it would have to be the chemistry between the two leading actors.Never before has a non-sexual man/woman connection been more thrilling.Never before has a film's ending been more unsettling and brilliant and left us asking for more.Best watched with a nice Chianti...P.S. dear film-buffs, have the lambs stopped screaming?"
58,Star Wars: Episode IV - A New Hope,https://www.imdb.com/review/rw2162174/,"I couldn't have asked for anything more. Star Wars: A New Hope had it all. If I had to sum it up in one word, superlative would be my answer. I saw the film for the first time three months ago and loved it, and since then I have watched all the Star Wars movies. I was disappointed with the prequels (Attack of the Clones was my least favourite), but this, Return of the Jedi and Empire Strikes Back were perfection.I have to say that the film looks absolutely amazing even after thirty plus years, with highly imaginative sets and dazzling special effects. And the action sequences were superbly choreographed and brisk, the Death Star climax was a knockout. The music by John Williams is absolutely outstanding, by far one of his more exciting and rousing scores. The story is fast-paced, intelligent and has an essence of sophistication, and the screenplay is sharp and decisive.And the performances were flawless. In the prequels I had problems relating to some of the performers, namely Hayden Christensen as Anakin. Here, all the actors played their parts with superlative skill. Alec Guiness, one fine actor and will be sorely missed was a standout, likewise with Peter Cushing and Harrison Ford(hilarious here). Carrie Fisher was a fine Princess Leia, spunky, beautiful and sexy, and Mark Hamill was a completely likable Luke. And the villain Darth Vader, without doubt one of the best and in-depth villains in cinematic history, and James Earl Jones's deep booming voice was perfect for the character.All in all, a definite sci-fi classic, that blew me away. 10/10 Bethany Cox"
59,Star Wars: Episode IV - A New Hope,https://www.imdb.com/review/rw4255109/,"""A long time ago, in a galaxy far, far away...""Pre review:Its writing started in January 1973, ""eight hours a day, five days a week"", George Lucas said by taking small notes, inventing odd names and assigning them possible characterization... After many drafts, he finally came to a satisfactory conclusion.Then, Lucas presented Star Wars to the United Artists, but they refused to budget the film, so he went to Universal Pictures, the studio that financed American Graffiti; however, it was rejected, as the film concept was ""too strange"".Suddenly, Alan Ladd Jr -head of 20th Century Fox- appeared, a man that trusted in Lucas' genius. And that's how Star Wars became a reality.The shooting of the movie was full of mishaps, problems with practical effects never done before, a bad first edit of the movie, but that didn't stop George from fulfilling his Space Opera. Due to those setbacks, Fox Studios began to put pressure on Lucas to finish the movie. Finally, the movie was done. On the eve of Star Wars release, 20th Century Fox, George Lucas and his cast and crew braced themselves for the worse. One way or another, May 25, 1977 would be a day they would never forget...Review:Star Wars is a modern tale of mythic adventure. It follows the journey and growth of the protagonist: Luke Skywalker. His journey of discovery is set amidst a larger struggle between the Empire and the Rebel Alliance; both parties are embroiled in a civil war. The Empire is comprised of corrupted power within a small group of leaders. These sullied leaders abuse their power over the masses with impunity. It is oppression and repression of the masses. The Empire wants to destroy the hope of the rebellion to ensure the small group of leaders can keep their power...One of the most important features of the movie are the special effects. The use motion control was even superior to Stanley Kubrick's revolutionary masterpiece: ""2001: A Space Odyssey"" thanks to the creation of The Dykstraflex, the first digital motion control photography camera system developed for Star Wars on 1976. Along with an incredibly iconographic character and production design, the movie became stylistically unique.The story and the characters are original and relatable. R2-D2 and C-3PO: the astromech as the optimistic adventurer's desiring to move forward. In direct opposition C-3PO, the protocol droid filled with doubt and reservations. Luke Skywalker, the brave hero, often haunted by doubts and hopes about his future journey. Obi-Wan Kenobi, the wise master and moral guidance of our hero. Han Solo, the rebellious smuggler whose personality represents tenacity. Leia, the damsel ""in distress"", a fearsome princess and general. Finally, Darth Vader, the most iconic character in the franchise, the merciless tyrant in a black suit, representing evil and final conflict of the journey.The film score presents an emotional resonance trough a romantic 1930s Hollywood orchestral score that was commissioned for composer John Williams, who succeeded to create a haunting constellation of operatic leitmotifs.The visual composition is authentic, as Lucas wanted a nostalgic ""filtered look"" so he kept changing key lights for a ""flashing"" effect. He used a loose, ""nervous"" frame, as in newsreels. The dramatic center was displaced, deflecting the eye to background activity, which in later films would include poetically changing weather. This first film gradually turned darker, following a symbolic color scheme where organic brown and warm gold yielded to high-tech black, white, and steely gray."" This is authenticity is reflected in it's most iconic shot: the 'Binary Sunset' sequence, which establishes the narrative through-line of the story and the world it takes place in, the main value of the scene lies in how powerfully and economically it develops Luke's character: As the suns begin to slowly sink in the evening sky, he gazes towards the horizon, his sense of longing for something more is palpable. Taking things further, he goes on to squint into the distance as if he could see his new future just out of reach, and for the first time we get to see him not as a kid, but for as a new hope.Books such as ""The hero with a thousand faces"" by Joseph Campbell structured the story, The War of Vietnam inspired the battle between the Rebels and the Empire, the lifestyle of buddhist monks characterized the Jedi, real shots of warplanes made the space battles real, Kendo foreshadowed the epic lightsaber duel, Akira Kurosawa's storytelling influenced the focus on minor characters, Fritz Lang's it's iconic protocol droid and John Ford westerns determined it's soul.The fascination with filmmaking and anthropology are the components that allowed Star Wars to be compelling and human, besides being located on a galaxy far, far away.10/10"
60,Hara-Kiri,https://www.imdb.com/review/rw1876887/,"Masaki Kobayashi studied art and philosophy before starting as assistant director at Shochiku studio. His oeuvre is guided by the need to understand the human condition. In the 1962 Hara-kiri aka Seppuku, we can clearly see the philosophic influence in this story about confrontation between Human condition and Rigid Code of a feudal society. The result of this confrontation is a multi layered masterpiece in which the clarity of the script, the perfection of the interpretation, and a very well balanced ""mise en scène"" make for a powerful film based on transgression: a genre transgression, a code transgression and an image transgression. Most of Shambaras take place during the Edo Period but rather late in that period (just before the Meiji Era) as most filmmakers try to romanticize and glamorize the period which marks the end of the Samurai thus playing the nostalgia card. Here Masaki Kobayashi transgressed the genre and decided to film a story taking place in 1630, 17th century Japan during the Edo period. At that time Japan was ruled by a Shogunate (Ieyasu Tokugawa). The Tokugawa Shoguns established Peace and continued to rule Japan for a remarkable 250 years. But such a long period of Peace had a price and Ieyasu Tokugawa brought the whole country under tight control. He cleverly redistributed the land among the more loyal vassals, breaking up warrior clans thus throwing thousands of samurai into poverty. In the film an elder ronin, Hanshiro Tsugumo, the hypnotic Tatsuya Nakadai (Goyokin) seeks admittance to the house of a feudal lord to commit the act of Seppuku as he can no longer stand his Life of Dishonor and Poverty. There, the administrator tells him about the fate of a young Samurai who committed the same suicidal ritual few times ago. But there is much more to this story and soon we understand that all protagonists are related one way or another. As the film progresses we witness a confrontation between two conceptions. One is based on a Human code; the other is based on a rigid traditional one. Masaki Kobayashi uses both symbols and raw images to show this confrontation. The film starts with the Display of a Samurai shining battle armor representing the feudal system. The armor is empty of anything human and strongly symbolized the feudal system. Can a code make sense if it is followed without acknowledging the Human condition? This is in essence the question raised by ""Hara-kiri"". We see this armor soiled and dragged but at the end of the film the armor remains intact as if nothing had ever happened, as if changes in an given Society take some times to occur. Indeed social Progress has always been slow leaving Men and Women struggling with their condition. The suicidal ritual, Hara-kiri reinforced the sense of cruelty. Raw images of Ronin opening their stomach with a sword were a transgression at that time (1962), still is today. In the film the ritual is portrayed in a non glamorized way and very realistically. It also symbolizes even for the Japanese audience the lack of sense in the act of Seppuku. In fact Hanshiro Tsugumo is the only one giving meaning to this act by motivating it with mixed feelings of Love, Revenge and Sorrow, in short with humanity. With the film Hara-kiri, Masaki Kobayashi signed one of the greatest philosophical films. The script by Shinobu Hashimoto is a good example on how to make a story clear but more importantly sufficient enough for anybody to understand the drama, in one word universal. Also writer of Jôi-uchi: Hairyô tsuma shimatsu aka Samurai Rebellion (1967), Dai-bosatsu tôge (1966) aka Sword of Doom or ""Hitokiri"" aka Tenchu (1969), Shinobu Hashimoto is among the greatest writers of the 7th Art. I can not recommend Seppuku enough, every single frame, acting, piece of music is irreproachable. The story is profoundly Humanist, timeless and universal. I suggest we all confront the codes of our respective societies in order to find out if they still make sense or if they are leading us towards a terrible social Hara-kiri"
61,Hara-Kiri,https://www.imdb.com/review/rw1175679/,"I saw Harakiri (Seppuku) in a new 35 mm print at NYC's Film Forum. This is a brilliant use of a narrow period genre to explosively indict politics and culture. Writers Shinobu Hashimoto and Yasuhiko Takiguchi surely must have been as inspired by ""The Count of Monte Cristo,"" Ambrose Bierce and Howard Hawks' Westerns as much as by samurai literature and movies.The film begins deceptively as a story within a story, seemingly providing a traditional example of upholding samurai honor, such as in the conventional, oft-retold tale of ""The 47 Ronin."" The context is set at a time when the central government, the shogunate, is supplanting local clans and arbitrarily unemploying thousands of people, notably their samurai, forcing them into the mercenary mode of ronin at best and begging for food at worse. But the parallels to the 20th century are made repeatedly explicit as the samurai who comes to this clan seeking help is from Hiroshima.Very gradually we get further insight on the tale within a tale, as we see more flashbacks within flashbacks into what each character has been doing before these confrontations and we get uneasy inklings that the moral of the story may not be what it appears at first and the stakes get higher and higher with almost unbearable tension.It is almost halfway through the film until we see a female and we suddenly see an alternative model of masculinity, where a priority is put on family, support, education and creative productivity. In comparison to the macho opening relationships, with their emphasis on formal militaristic loyalty to a hierarchy, a loving husband and father is practically a metrosexual. Seeing the same stalwart samurai making casual goo goo sounds to his grandbaby puts the earlier, ritualized scenes in sharp relief, particularly the recurring image of the clan's armor which seems less and less imposing and is finally destroyed as an empty symbol.The psychological tension in the confrontations in the last third of the film is more excruciating than the actual violence. Even when we thought we already knew the outcome from the flashbacks, the layers of perception of relationships and personalities are agonizingly peeled away with each thrust of a sword to reveal the depths of the horrifying hypocrisy of the political and social structure. And those are just the overwhelming cultural resonances that a 21st century American can glean. Like ""Downfall (Der Untergang),"" it reveals the inhumane mentality that led to World War II.The repeating motif of long walks then confrontations down empty corridors emphasizes the stultifying bureaucratic maze that entraps the characters. The revenge motifs are accented by startlingly beautiful cinematography that recalls traditional Japanese art, including drops of blood like first snow flakes then a waterfall.The over all effect of this masterpiece is emotionally draining."
62,Seven Samurai,https://www.imdb.com/review/rw2105540/,"In the Sixteenth Century, in Japan, a poor village is frequently looted by armed bandits losing their crop of rice. Their patriarch Grandpa advises the villagers to hire a Ronin to defend their village. Four farmers head to town to seek out their possible protectors, but they just can offer three meals of rice per day and lodging for the samurai. They succeed in hiring the warming-hearted veteran Kambei Shimada (Takashi Shimura) that advises that they need six other samurai to protect their lands. Kambei recruits the necessary five samurai and the brave jester Kikuchiyo (Toshirô Mifune) and move to the village. After a feared reception, Kambei plots a defense strategy and the samurai start training the farmers how to defend their lands and families for the battle that approaches. In order to celebrate the milestone of 4,000 reviews in IMDb, I decided to watch again ""The Seven Samurai"", the most known masterpiece of Akira Kurosawa and among my Top-10 movies ever. As far as I recall, this was the first samurai movie that I have watched and it is still my favorite despite many other excellent movies. ""The Seven Samurai"" is a perfect movie: the story and screenplay are amazing, dividing the dramatic story in the recruitment, reception, strategy, training, harvest, romance and the final battle of the samurai in such a way that the viewer does not feel the 207 minutes running time. The direction of Akira Kurosawa is perfectionist as usual, and the choreography of the battle in the rain is extremely realistic. The acting is top-notch, highlighting Toshirô Mifune in a great shape, climbing trees, jumping and fighting in the role of a funny character. The cinematography, set decoration, costumes, lighting, everything is fantastic. In 1960, John Sturges remade this masterpiece with the western ""The Magnificent Seven"". My vote is ten.Title (Brazil): ""Os 7 Samurais"" (""The 7 Samurai"")"
63,Seven Samurai,https://www.imdb.com/review/rw0053188/,"The archetypal action film, Seven Samurai is also one of the richest works to ever be committed to celluloid. Each of its characters is extraordinarily realized; each has his or her own arc, his or her own vital part to play in the film's slow progression towards its dramatic finale. Typically, Kurosawa has put the film together using an exceeding degree of artistry; each and every shot, each action sequence, is exquisitely composed; and yet none seems contrived or out-of-place within the overall fabric of the work. Everything is beautifully conceived and in focus, both literally and figuratively.When watching Seven Samurai, movie lovers will immediately recognize that several of its key elements can be readily detected in countless similar films made during the last half-century. The audition scenes, in which several samurai are recruited for the difficult task of defending a farming town from a group of bandits, strikes a particularly familiar chord, as do those showing the samurai training the lowly villagers to fight and use weapons. Indeed, the theme of a highly experienced group of ""tough guys"" taking up the cause of the disenfranchised has become something of an action film cliche, portions of which echo throughout the American western, as well as its progeny (think The Dirty Dozen, The Road Warrior or even television's The A Team).But what really stands out in Seven Samurai are its characters. They run the gamut, from elder teacher to hopeful youth, stoic warrior to undisciplined brigand. Kurosawa even finds room for a youthful romance, not to mention the mix of poor and beleaguered townspeople he depicts within the setting of the town. Perhaps its no wonder the enemy bandits are virtually faceless-- there is so much conflict and passion present within the group of protagonists, the villains need not be more than a vague threat. Through it all Kurosawa never forgets who these people are and where they stand in comparison to one another. Obviously, the samurai are, for the most part, samurai, while the townspeople are merely peasants, lacking even in funds to pay their noble defenders. Kurosawa deftly illustrates these class differences by having one peasant fear horribly for the honor of his daughter, who he suspects will be lured by the wealth of the samurai; and also by giving us one samurai who is no samurai at all, but merely a peasant himself whose own farming village was in his youth destroyed by marauding warriors. The film thus wraps a a portrait of class conflict in a cloak of solidarity. The samurai unite to defend the poor peasants, but the ending is not exactly happy for them. Nor are the peasants completely honorable. We learn, for instance, that they have in the past murdered defeated samurai and looted their bodies, and it becomes apparent late in the film that their claims of poverty are perhaps not as truthful as at first seemed apparent.So why do the samurai defend them so valiantly? For honor? For love of adventure? The answer to this question is left intentionally vague; it is up to each viewer to draw his or her own conclusions. It is to the film's credit that it forces such questions upon us while never allowing them to cause the motivations of its characters to seem untrue.Modern viewers will find the action sequences of Seven Samurai to be restrained. There are, for instance, no ""Gladiator"" or ""Braveheart"" moments in which limbs are visibly hacked off, blood flies and speakers pound with booming audio. But the action is wonderfully filmed and there is some early use of slow motion to accentuate key moments. The 3 1/2 hour running time may also deter some, but I find the length to be one of the film's charms; it takes its dear sweet time in exposing its riches, and no single moment feels underdeveloped or awkward. Don't miss it.10/10"
64,It's a Wonderful Life,https://www.imdb.com/review/rw1247136/,"I've always thought that the reason It's A Wonderful Life has had such enduring popularity is that more than in any other film it shows what can be the value of a single individual and the contribution to the greater good they can make.George Bailey as portrayed by James Stewart is the kind of every man hero we can all identify with. He's got the every day problems to be sure, raising and providing for a family, but he's got bigger problems than that. Fate has made him the rallying point of opposition in his small town of Bedford Falls to the ""richest and meanest man in town"", embodied in Lionel Barrymore.It's a real David vs. Goliath battle. Barrymore seems to have unlimited resources at his disposal. Samuel S. Hinds as Peter Bailey put it so well to him in asking what are you doing all this for? Barrymore does have more money than he could ever possibly use. A little charity wouldn't hurt him.Remember the basic plot outline. A whole lot of people in Bedford Falls one post World War II Christmas Eve see that their friend George is toting a heavy load of mysterious origins. Their prayers reach the heavens where an angel is dispatched to aid.But before Henry Travers the angel arrives, he's given the story of George Bailey's life. And we see the kind of struggles he's had, the sacrifices he's made for the good of a whole lot of others. We've also seen a greedy and grasping Potter, grabbing everything that George Bailey cannot save. Something happens that day before Christmas through no fault of his own, Bailey is in big trouble. It's driven him to the brink of despair. That's why the angel is sent down. He shows him the alternate universe that would have been had he never existed. It's something each and every one of us should try to do, step outside ourselves see just what our contributions can be.But I think what Frank Capra is trying to say in this greatest of his films is that having done that and we realize we haven't contributed to the greater good of humankind, we resolve to do so. It's a simple, but profound lesson.What if Potter got the same opportunity? In a sense Charles Dickens did just that in A Christmas Carol. Would Lionel Barrymore change? It's an interesting point of speculation.In addition to those cast members already mentioned a whole group of players who worked with Capra before grace this film. Add to that some others and you have a perfectly cast feature picture.Donna Reed has an interesting part as well. Your choice of mate is real important in life. Had she not been as loving and supportive to George Bailey, he might very well have taken a different route in life. Mary Hatch Bailey became a signature part for her, more identified than her role in From Here to Eternity which got her an Oscar. It certainly was the basis for her TV series.When Todd Karns who plays Harry Bailey toasts his brother he's saying that the riches of the world are not necessarily things that can be quantified. Your life is not measured in material things, but in how you use the material things given you. And that universal lesson will be taught into eternity as long as It's A Wonderful Life is shown every year. Wouldst we all learn it."
65,It's a Wonderful Life,https://www.imdb.com/review/rw1584123/,"Honestly, I don't think I've ever seen anything quite like It's A Wonderful Life. Does it take me back to that place in my heart, that makes me long for everything that once was great and it could be again? Does it remind me of my childhood, Christmas in my home? No. Maybe it's just simply what I always wanted from life and every man I want to be. Everything about this film is well for lack of better words, perfect. No question to it any longer, the best performance by an actor I have ever seen. It's more than just beautiful, timeless or fair. All of Stewart is revealed. Everything coming together for Capra. Lionel Barrymore at his best, which seems to be his worst. Sometimes I think there is a reason why somethings happen. And I'm pretty sure there is some magical reason why this film was made. I'm 27 years old and saw it for the first time Christmas Eve of this year. I've watched it 3 times since. The only movie to ever make me cry. I probably wouldn't have all the answers for you, if you asked me why. I'm still trying to figure Stewart out and just how beautiful was Reed.What can I say? This movie is a life changing experience. Makes me feel good to be alive. What a wonderful little world it is. And if I waited my entire life, it would not be a waste of time."
66,Joker,https://www.imdb.com/review/rw5408799/,"The recurring themes of so many of the 10 star reviews here should tell you a lot about this movie and its audience. If you can't get through a movie review without tossing in one or more claims that ""THIS movie is so much better and smarter than YOUR superhero movie"" (or even basing your entire review around this premise), then I hate to break it to you, but kid, you're nowhere near as intelligent and grown up as you think you are. This ""my comic publisher is better than yours"" BS should have been left behind on your grade school playground, it has absolutely no relevance to the quality of this movie, and your opinion of this movie should be considered highly suspect if you're in this group.I gotta say, if this movie was also your idea of the most perfect film ever made, you really need to get out more. Look, I get it. If you live in a safe little box where all you watch are superhero movies and mainstream blockbusters then I understand how exposure to themes like this for the first time would seem new and exciting to you, and I think we can all agree that this is probably the best DC Comics related movie in the last decade or so (though that's not a high bar to meet) and of course Joaquin Phoenix is a very talented actor, but stop and take a step back and look at this thing.Joker does indeed present a theme that is of importance to our society, that of the neglect and demonizing of the mentally ill to a degree that sometimes creates monsters which everyone around them should have seen coming a mile away if they hadn't been too busy looking away to avoid feeling uncomfortable. Unfortunately, reminding us all of the fact that this situation still exists is all this movie really has to say. It dances around important subjects like ""HEY KIDS, CLASS INEQUALITY!"", but then never offers any actual insight into them, usually because it's too busy making forced Batman references or dropping cringey little edgy moments like the ""Don't smile"" sign scene which seem to have been designed solely to have something for Hot Topic to print a new t-shirt of. Between that and every single plot twist being telegraphed so very far in advance because a lot of us have seen all these exact same twists so very many times before, I just wasn't impressed.Perhaps if this had been an actual stand-alone movie of its own instead of being shackled by its completely unnecessary ties to the Batman universe it could have done something more interesting with its themes. Don't get me wrong, I don't have any problem with superhero movies, but it just feels so gratuitous here, as if someone came up with this idea, pitched it to an executive, and was told ""sounds great, but can you make it a Batman movie somehow?"", and I'm sorry, but I'm just not into a movie trying to tell me a half-hearted, yet dead-serious speech about mental illness in modern society while simultaneously constantly reminding me that it's technically a superhero movie because $$$"
67,Joker,https://www.imdb.com/review/rw5159304/,"Every once in a while a movie comes, that truly makes an impact. Joaquin's performance and scenography in all it's brilliance. Grotesque, haunting and cringy. Hard to watch at times,... but so mesmerizing, you won't blink an eye watching it. Tragic, but with seriously funny moments. Emotional rollercoaster - sometimes, with multiple emotions popping-up at the same time.this is far from a typical action-riddled predictable super-hero movie - it's a proper psychological thriller/drama, with the single best character development I have ever seen."
68,Whiplash,https://www.imdb.com/review/rw3157348/,"My non-musician friends love this film and insisted I see it. I've been a jazz musician for over 30 years and have taught in a jazz university for over 20. So they figured I would relate. Sorry, this is total crap and it makes me sad to think that the average guy out there thinks Kenny G is cool and this film is a hard-edged depiction of the high-pressure jazz school scene. First of all, no prof would be there a day after any of the rehearsals Terence ran, he'd be dismissed immediately (not hard to do, apparently this school didn't have tenure). And next, jazz is communication, conversation, thoughtfulness, and a big dollop of joyful soul. Any drummer with the competitive mean-spirited attitude shown by any of these students would find themselves in extremely lonely company, nobody appreciates that. This is the 21st Century equivalent of Mickey Rooney and Judy Garland saying, ""I know, let's build a show to save the town!"" as a representation of Show Biz. it's Hollywood hokum, folks, and I resented its basic assumptions. Where is the Soul? That said, J.K. Simmons is great, working with what he's got. And the cinematography and editing are well done (what IS all that water on the cymbals we see so often? Sweat? If Elvin Jones had gained two hundred pounds he wouldn't have sweated like that! Oh well.) which is why I grudgingly added two stars to this. It's been a while since I so disliked a film. P.S. my drummer plays better than any of these guys. Hah!"
